"breaking italy is extending its virus containment measures nationwide, permitting only essential travel to, from and within the country wsj diplomacy140 coronavirus quarantine ",0
"our ""coronavirus information seniors need to know"" event has reached capacity for in-person attendance, but you can still watch the program during our facebook live stream. alzoc coronavirus covid19 ",0
makkah is the place where dying soul gets life and by closing it we are making it worst coronavirus is the sign that if there will be 100 kids in 1 family 99 kids will die and 1 will live thats whats happening around the word we humans forgot makkah saudiarabia arab islam,0
bookingcom can you please comment on best procedures for booking amendments/potential refunds for those who had booked accommodation through the platform for coachella 2020?  coronavirus coachellacancelled,0
"coronavirus vodafone nz to empty offices to test outbreak response, via nzherald ",0
 icymi govlarryhogan both confirmed maryland’s 9th coronavirus case &amp; issued new mdhealthdept guidance for facilities serving older people ,0
"the 2020 new york international auto show has been postponed until august 26 due to the ongoing health concerns from the coronavirus. currently, the state of new york has 173 confirmed cases of covid-19, with 36 of those being in the big apple. nyias2020 coronavirus ",0
dangerous delays in usa  coronavirus covid19  testing continue atlantic ,0
"it’s coronavirus day 1,387. all the governments and currencies have failed. i own the largest stock pile of toilet paper. i pay you a living wage of 15 sheets an hour to do my bidding. i am your king. you are happy. toiletpaperpanic canceleverything coronavirus",0
interesting site on wuhanvirus coronavirus statistics. click on the red dot and get the number of cases and the status. ,0
rt pbcsd tune into wpbf25news at 8 pm for an update on coronavirus.suptfennoy and davidmkerner will explain plans underway in our county and our schools.,0
"us citizens ultimately infected with coronavirus could be in the ""many, many millions."" ",0
"big news thestate’s wilkinson_jeff broke this evening answering a question a lot of people in columbia were having as coronavirus news evolves. readlocal columbia, five points postpone st. patrick’s day festival ",0
coronavirus  1 shot or 2?,0
americanidol will be interesting once they start doing the live shows. i wonder if they will cancel those or just do them without an audience? coronavirus,0
are sure it wasn’t for vampires. cause this pic looks like it should be for vampires.  coronavirus ,0
"glastonbury2020's lineup has just been announced, despite coronavirus cancellations ",0
anyone else feel like they’re stuck in some bad movie?coronavirus,0
we all can do our part to slow down coronavirus. are you doing yours? join this pledge to help save lives! ,1
"an important video message from our head of school, patrick j. phillips, on covid-19 coronavirus ",0
"well the kids are getting the message. unprompted coronavirus public service announcements from my first grader entitled, “never ever sneeze or cough on someone” and “wash your hands”. right on little one. ",0
"until you provide each employee with a month's sick leave, (which we can see signed into your employee's contracts). consumers know its not safe to shop at wholefoodsprdue to the fact that you don't provide adequate sick leave for your employees? coronavirus coronaoutbreak ",0
"sign petition prioritize the safety and health of all, regardless of immigration status, in coronavirus response --&gt; ",0
"borisjohnson justify how uk coronavirus strategy is better than that being advised by scientists everywhere else? why can't we follow korea? you and psycopathic dominiccummings are gambling with millions of uk lives, based on very sketchy data. ",0
"in every life we have some troublebut when you worry you make it doubledon't worry, be happycovid19 coronavirus coronapocolypse ",0
isn't all of this telling us how luttle fait we actually have in our government boristhebutcher covid19 coronavirus,0
"andrewlawton no, no andrew i hate to disagree, but you’re wrong! globeandmail says pm trudeau’s coronavirus response is a “lesson in leadership”! ",0
remotework in coronavirus time ,1
"even as supply chains face disruption in the near term from the coronavirus disease (covid19), in the longer term prologis sees positive implications for the resiliency of logistics realestate.  cre commercialrealestate crenews prologis",0
"this coronavirus is slowly going to get worse. people panicking everywhere and shops closing for weeks. i feel bad for the workers who have families to support, rent and bills to pay. it must be a hard time for them during this time of uncertainty.",0
preetbharara is he offering free tickets to italy?coronavirus,1
"there is always one, and it’s always florida.  florida coronavirus ",0
a bit of interesting history and chemistry. copper kills coronavirus. why aren’t our surfaces covered in it? ,0
"the world is tinged with green, white and red. thank you coronavirus ",1
this is a brilliant idea. it's happening right now in australia. publix this could really help our elderly population throughout the state. coronavirus socialdistancing ,1
